报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),32007,35966,32384,27118,29816,20614,19354,
营业收入(万元),32007,35966,32384,27118,29816,20614,19354,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),24275,27988,23993,19780,23911,13071,13346,
营业成本(万元),15849,20017,15879,12183,16581,7342,8384,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),1567,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),533,533,433,539,347,274,298,
销售费用(万元),2584,2193,2647,2872,2287,1709,1347,
管理费用(万元),3711,4508,3801,3527,3066,2605,2187,
财务费用(万元),190,-53,61,187,428,625,576,
资产减值损失(万元),-158,791,1173,472,1202,516,553,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),884,518,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),8889,8836,8391,7338,5905,7543,6008,
营业外收入(万元),61,811,226,253,142,157,160,
营业外支出(万元),38,15,5,24,29,111,6,
非流动资产处置损失(万元),--,--,--,--,--,--,--,
利润总额(万元),8913,9632,8611,7568,6018,7589,6163,
所得税费用(万元),1330,1629,1345,1193,988,1144,942,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),7583,8003,7267,6375,5030,6445,5221,
归属于母公司所有者的净利润(万元),7528,7980,7258,6378,5062,6443,5221,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),55,23,8,-3,-32,1,--,
基本每股收益,0.75,1.22,1.45,1.28,1.01,1.29,1.04,
稀释每股收益,0.75,1.22,1.45,1.28,1.01,1.29,1.04,
