报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),172236,206764,172539,77059,83814,50501,36471,24998,16576,7953,
营业收入(万元),172236,206764,172539,77059,83814,50373,36456,24998,16576,7953,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,127,15,--,--,--,
营业总成本(万元),167019,209601,175311,89925,78776,46152,32401,20830,13491,6684,
营业成本(万元),134706,166380,139506,64091,63472,38765,25718,15942,10290,5091,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),11441,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1065,1149,1075,277,516,125,172,209,54,4,
销售费用(万元),4229,4579,4449,2044,1183,1060,964,772,450,215,
管理费用(万元),12563,28583,25392,20767,12760,6088,5040,3326,2459,1242,
财务费用(万元),3174,5029,3567,1134,367,-162,129,456,204,41,
资产减值损失(万元),-159,3883,1323,1611,478,276,378,125,34,92,
公允价值变动收益(万元),--,-13,13,--,--,--,--,--,--,--,
投资收益(万元),-223,3400,4106,9,--,--,--,--,7,--,
对联营企业和合营企业的投资收益(万元),--,--,-28,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7423,2596,1346,-12857,5039,4348,4070,4168,3092,1269,
营业外收入(万元),7,123,2471,889,475,231,720,187,176,0,
营业外支出(万元),294,60,389,62,36,52,11,7,7,0,
非流动资产处置损失(万元),--,--,320,31,36,47,11,0,2,--,
利润总额(万元),7136,2658,3428,-12030,5478,4527,4779,4348,3261,1269,
所得税费用(万元),25,-27,1193,116,557,757,531,677,894,185,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),7112,2685,2235,-12146,4920,3770,4248,3671,2367,1084,
归属于母公司所有者的净利润(万元),6240,5778,6716,-10371,5453,3811,4248,3671,2367,1084,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,0,--,--,--,
少数股东损益(万元),872,-3093,-4481,-1776,-533,-41,--,--,--,--,
基本每股收益,0.15,0.14,0.16,-0.26,0.24,0.34,0.51,0.53,0.35,0.16,
稀释每股收益,0.15,0.14,0.16,-0.26,0.24,0.34,0.51,0.53,0.35,0.16,
