报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),94229,81559,12362,0,0,0,0,0,0,
营业收入(万元),94229,81559,12362,0,0,0,0,0,0,
利息收入(万元),--,--,--,--,--,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,0,--,
营业总成本(万元),90019,74290,11627,4677,5554,5547,5542,5533,5543,
营业成本(万元),87108,70580,11225,0,0,0,0,0,0,
利息支出(万元),--,--,--,--,--,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,0,--,
营业税金及附加(万元),184,218,60,--,--,--,--,0,--,
销售费用(万元),988,1429,108,--,--,--,--,0,--,
管理费用(万元),1452,1821,172,176,228,221,217,207,217,
财务费用(万元),237,228,58,4502,5326,5326,5326,5326,5326,
资产减值损失(万元),50,15,6,--,--,--,--,0,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,0,--,
投资收益(万元),29,17,9,--,--,--,--,0,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,0,--,
营业利润(万元),4252,7286,743,-4677,-5554,-5547,-5542,-5533,-5543,
营业外收入(万元),3,152,174749,--,--,--,--,0,--,
营业外支出(万元),41,18,0,--,--,--,--,0,--,
非流动资产处置损失(万元),--,6,--,--,--,--,--,0,--,
利润总额(万元),4214,7420,175492,-4677,-5554,-5547,-5542,-5533,-5543,
所得税费用(万元),1224,1258,197,--,--,--,--,0,--,
未确认投资损失(万元),--,--,--,--,--,--,--,0,--,
净利润(万元),2989,6162,175295,-4677,-5554,-5547,-5542,-5533,-5543,
归属于母公司所有者的净利润(万元),2989,6162,175295,-4677,-5554,-5547,-5542,-5533,-5543,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,0,--,
少数股东损益(万元),--,--,--,--,--,--,--,0,--,
基本每股收益,0.02,0.04,11.15,-0.3,-0.35,-0.35,-0.35,-0.35,-0.35,
稀释每股收益,0.02,0.04,11.15,--,-0.35,-0.35,-0.35,-0.35,-0.35,
