报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),92945,41411,179006,128981,69151,31936,187275,141867,86968,45438,181328,132873,79811,40016,196873,147433,89519,45345,200816,143454,89022,42426,203738,146175,87784,42488,233912,169888,106908,46865,291439,209451,137336,66448,333440,251860,166501,76539,274941,189002,118472,57775,404363,317771,209296,96477,490528,367617,237859,117947,613993,474020,322609,135909,
营业收入(万元),92945,41411,179006,128981,69151,31936,187275,141867,86968,45438,181328,132873,79811,40016,196873,147433,89519,45345,200816,143454,89022,42426,203738,146175,87784,42488,233912,169888,106908,46865,291439,209451,137336,66448,333440,251860,166501,76539,274941,189002,118472,57775,404363,317771,209296,96477,490528,362678,233807,117947,613993,466222,317082,135909,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,4938,4052,--,--,7799,5527,--,
营业总成本(万元),90735,41917,179850,130682,73695,35817,187531,140921,85936,44439,175715,128710,77656,39565,193023,143949,89060,45218,194805,138931,86342,40917,202626,144806,88013,41900,232261,170738,95902,48894,292680,207659,136185,65537,325424,244830,162211,74328,270758,185961,116454,56716,401617,311698,205915,100010,488324,362884,233263,117426,725978,502669,320372,135018,
营业成本(万元),79633,36114,156358,113701,62545,29324,160432,121752,73951,38735,149510,109932,66282,33277,167262,126785,77148,39576,170998,122219,76197,36967,176523,126357,76266,36273,202763,149651,95707,41917,256380,183122,119511,57285,291653,219804,146503,66545,236932,164901,102821,49997,369167,291121,192600,92126,451994,336465,216781,109234,658824,450580,299555,123608,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,0,0,--,
研发费用(万元),3670,1722,6871,5144,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,0,0,--,
营业税金及附加(万元),568,317,976,862,569,314,1127,764,570,334,1130,509,298,242,692,427,308,127,1096,825,493,243,635,317,168,75,1096,390,195,91,1815,1171,807,426,483,330,210,104,453,272,185,112,396,290,176,99,594,535,373,152,398,548,293,275,
销售费用(万元),3261,1359,6207,4694,2758,1364,6955,5085,3013,1780,8699,6233,4074,2122,8867,6319,4112,2084,7675,5428,3438,1555,7642,5417,3429,1624,10110,7745,5093,2422,11209,8099,5197,2316,11706,8754,5325,2591,10040,6213,3979,1684,11507,9265,6239,3140,15470,12164,8226,3753,33528,19189,12392,6127,
管理费用(万元),3877,1934,8467,6181,7464,3826,15662,11583,7478,3534,15730,11920,8075,3841,18158,12466,8300,4133,15502,11515,7291,3422,15131,11196,7485,3716,17723,13485,9151,4715,22328,15872,10414,5377,21756,16362,10477,5089,20627,14817,9612,4787,15685,11945,7825,4058,11219,8982,3989,1744,10473,27132,7819,3097,
财务费用(万元),-274,461,-1178,-1165,-123,1167,2262,1674,918,174,-3151,-1281,-997,-26,-3548,-2491,-920,-614,-1404,-1413,-1122,-746,645,453,387,28,-1638,-1681,-1185,-547,-501,-541,248,100,-501,-536,-643,-137,-167,-264,93,193,317,-1535,-1143,722,5802,4299,2854,2542,8304,6428,3436,1911,
资产减值损失(万元),--,10,2150,1265,482,-178,1092,63,6,-118,3798,1396,-76,109,1591,441,110,-89,940,356,44,-525,2050,1066,278,185,2205,1148,439,295,1449,-63,8,34,327,116,339,135,2872,22,-235,-57,4545,612,218,-135,3244,439,1041,0,14451,-1208,-3123,0,
公允价值变动收益(万元),-415,124,-249,-778,-993,152,393,71,188,--,846,846,565,510,-712,-303,880,451,-2247,-2161,-2677,-2396,2148,1563,735,52,-500,-370,-720,105,233,966,1380,1229,71,-182,-181,-84,159,-29,-55,40,-2303,-889,499,4291,2303,--,0,0,--,0,0,0,
投资收益(万元),831,492,1295,974,988,590,2007,962,172,21,270,-723,-443,-100,1659,604,603,111,2860,2045,1400,708,1682,816,358,152,897,618,512,365,2421,1103,531,242,-272,-243,210,118,-420,-181,-68,1,3289,--,0,--,-15,--,0,0,-409,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,0,0,--,
营业利润(万元),9036,6688,760,-1240,-4356,-2979,2502,2032,1393,1020,6729,4286,2276,860,4797,3786,1943,690,6624,4406,1403,-179,4943,3747,864,792,2049,-602,-2700,-1559,1413,3861,3062,2382,7814,6606,4318,2245,3922,2831,1895,1099,3733,5185,3880,759,4493,4733,4596,521,-112394,-28648,2237,892,
营业外收入(万元),2618,2544,403,310,247,28,892,495,335,169,1032,576,435,120,818,485,323,223,1040,1156,882,762,1129,713,471,299,1818,638,271,98,1404,1105,528,339,1802,1579,1126,512,2835,2025,1121,469,3695,1623,956,293,5786,5175,2618,541,1829,6060,594,227,
营业外支出(万元),2,1,16,6,4,3,626,65,30,6,92,70,6,1,7,13,12,0,240,87,74,6,274,110,83,4,380,197,145,0,132,106,71,53,442,83,81,18,302,254,150,103,1673,619,679,71,459,408,340,156,1305,766,354,139,
非流动资产处置损失(万元),--,--,--,--,1,1,33,54,21,1,69,65,2,0,6,13,12,0,215,0,0,1,48,16,16,2,199,21,0,0,21,21,4,33,352,6,4,18,124,122,102,--,498,--,0,--,250,--,0,0,357,0,0,0,
利润总额(万元),11652,9231,1147,-936,-4113,-2954,2769,2463,1698,1184,7668,4793,2705,980,5608,4258,2254,912,7424,5475,2210,577,5799,4350,1252,1087,3487,-161,-2573,-1461,2684,4860,3518,2667,9174,8102,5363,2738,6456,4601,2867,1466,5755,6190,4157,980,9820,9500,6874,906,-111870,-23354,2477,980,
所得税费用(万元),2982,2323,-128,-27,-104,35,-142,522,342,362,1373,849,276,186,875,574,330,-38,813,467,296,-91,366,740,114,129,630,7,16,--,1200,576,352,476,432,642,373,245,-711,333,161,190,163,1001,717,104,843,76,57,-217,-3035,6,430,239,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,0,--,0,--,--,-1,-1,--,
净利润(万元),8670,6908,1275,-908,-4009,-2989,2911,1940,1357,821,6295,3943,2429,794,4733,3684,1924,950,6610,5008,1915,668,5433,3611,1138,958,2857,-168,-2589,-1461,1484,4284,3166,2191,8742,7459,4990,2493,7167,4267,2706,1275,5592,5189,3440,876,8977,9424,6817,1123,-108835,-23359,2048,741,
归属于母公司所有者的净利润(万元),4729,3433,1183,-492,-2834,-2188,2608,1604,1107,680,4823,2991,1779,627,3678,2807,1511,800,5135,3876,1486,545,4707,3002,1043,758,2146,-222,-1938,-1077,976,3059,2255,1566,6437,5473,3695,1845,5276,3198,2016,927,4254,4003,2775,748,6712,6987,4824,666,-82530,-23876,243,438,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,-222,-222,-222,--,--,--,--,--,--,--,--,--,--,--,--,-602,-451,-451,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
少数股东损益(万元),3941,3476,91,-417,-1175,-801,303,336,250,141,1472,952,650,167,1055,877,413,150,1475,1132,429,123,726,609,95,200,711,54,-651,-384,508,1226,911,626,2305,1986,1295,648,1891,1069,689,349,1339,1186,665,128,2265,2437,1993,457,-26305,517,1806,303,
基本每股收益,0.26,0.19,0.06,-0.03,-0.15,-0.12,0.14,0.09,0.06,0.04,0.26,0.16,0.1,0.03,0.2,0.15,0.08,0.04,0.28,0.21,0.08,0.03,0.25,0.16,0.06,0.04,0.12,-0,-0.02,-0.01,0.01,0.03,0.02,0.01,0.06,0.05,0.03,0.02,0.05,0.03,0.02,0.01,0.04,0.04,0.02,0.01,0.06,0.06,0.04,0.01,-0.74,-0.21,0,0,
稀释每股收益,0.26,0.19,0.06,-0.03,-0.15,-0.12,0.14,0.09,0.06,0.04,0.26,0.16,0.1,0.03,0.2,0.15,0.08,0.04,0.28,0.21,0.08,0.03,0.25,0.16,0.06,0.04,0.12,-0,-0.02,-0.01,0.01,0.03,0.02,0.01,0.06,0.05,0.03,0.02,0.05,0.03,0.02,0.01,0.04,0.04,0.02,0.01,0.06,0.06,0,0,-0.74,-0.21,0,0,
