报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),90,36,9672,9508,9405,5761,56399,33053,19046,13628,35359,23128,20019,3101,35614,25730,8485,3264,18841,7305,5657,4555,14846,13314,10139,5301,30098,763,762,401,8730,7539,4676,2287,14945,11641,7963,4006,15200,10514,7393,4517,19912,14648,9448,4899,40782,34934,29035,13061,48683,33163,22334,10439,
营业收入(万元),90,36,9672,9508,9405,5761,56399,33053,19046,13628,35359,23128,20019,3101,35614,25730,8485,3264,18841,7305,5657,4555,14846,13314,10139,5301,30098,763,762,401,8730,7539,4676,2287,14945,11641,7963,4006,15200,10514,7393,4517,19912,14648,9448,4899,40782,34934,29035,13061,48683,33163,22334,10439,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
营业总成本(万元),592,269,11021,10207,9820,5999,56516,32818,18785,13268,35462,23432,19978,3372,36179,25536,8145,2836,16439,6327,4809,4079,13149,11706,8809,4655,29598,2924,2181,1093,12144,9050,5629,3200,18586,12552,8624,4399,19949,13308,9497,5252,31126,18222,11783,6142,54707,31989,25287,11629,47569,30408,19319,9244,
营业成本(万元),85,34,9491,9396,9336,5672,54619,31404,17853,12766,33499,22011,19059,2908,33597,24186,7322,2257,12240,4714,3713,3208,9564,8717,6655,3583,22685,524,524,348,7033,5929,3768,1838,11856,8661,5690,2699,11319,7537,5378,3258,15322,11075,7157,3673,25609,21206,16742,8,28855,18938,11913,5925,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
营业税金及附加(万元),42,21,98,70,50,26,144,101,65,28,247,14,12,2,378,310,300,296,1640,597,475,386,1316,1178,893,456,2678,0,--,--,33,5,5,4,21,9,6,3,21,11,8,4,20,13,9,5,99,92,88,38,106,74,61,37,
销售费用(万元),30,21,174,138,113,77,236,219,143,68,244,201,119,52,145,83,17,7,16,28,20,11,31,53,36,15,290,89,76,46,575,497,436,234,1306,978,654,384,1525,1231,779,405,2271,1697,1126,468,5363,4852,4305,2005,7791,5335,3449,1659,
管理费用(万元),431,218,1086,840,610,273,1216,1105,732,390,1441,1071,696,385,1814,877,503,236,1815,1116,766,428,2159,1456,968,486,2218,1457,912,473,2515,1627,1196,634,3000,1972,1433,785,3969,2608,1836,1009,5607,3556,2125,1186,6216,3754,2829,1207,4958,3224,1726,835,
财务费用(万元),5,-14,31,34,6,-27,76,42,31,18,133,111,74,29,164,125,69,38,137,126,88,41,346,314,266,115,1248,604,423,226,2258,1720,942,498,2505,1942,1323,527,2503,1634,1207,577,3232,1883,1365,811,4025,2085,1324,674,3909,2701,1942,789,
资产减值损失(万元),--,-11,141,-272,-294,-21,225,-53,-41,-3,-103,22,17,-4,83,-44,-66,2,590,-253,-253,5,-267,-12,-9,-1,479,251,247,-1,-269,-729,-718,-9,-102,-1009,-482,--,611,288,288,0,4675,0,0,--,13396,0,0,0,1949,137,229,--,
公允价值变动收益(万元),--,--,0,--,0,-0,-0,-551,-554,65,-376,24,--,-0,-0,-0,-0,--,--,--,--,--,--,--,--,--,--,0,0,0,-1,-0,-9,17,--,--,--,--,0,0,--,0,--,0,0,--,--,-19,-19,9,21,--,0,--,
投资收益(万元),8,8,-0,0,0,0,-708,-150,3,-2,-269,-1,-0,--,1428,1428,1428,--,0,--,--,--,--,--,--,--,1,1,--,--,1044,848,817,11,-107,--,--,--,5116,185,185,185,84,0,0,--,9935,609,0,0,4100,4441,-254,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,185,185,185,--,0,0,--,--,609,0,0,--,2,2,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,-11,-11,0,--,-726,-692,-94,--,-395,-232,-80,--,-103,-100,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
营业利润(万元),-415,-225,-1350,-699,-415,-239,-826,-467,-289,423,-748,-280,41,-272,863,1622,1769,428,2403,978,848,476,1697,1608,1330,646,501,-2161,-1419,-692,-2371,-663,-145,-885,-3749,-911,-661,-393,368,-2621,-1931,-551,-11130,-4301,-3027,-1337,-3990,3139,3496,1360,5235,7094,2662,1195,
营业外收入(万元),1,1,61,60,60,0,0,0,0,0,1955,9,0,--,97,97,20,--,0,0,0,0,7,1,1,0,3420,0,0,--,5108,8,7,4,56,6,6,6,61,4,3,0,4,4,4,3,617,605,604,594,701,467,367,104,
营业外支出(万元),0,0,19,22,19,19,36,36,0,0,40,38,20,20,41,11,11,11,53,53,53,74,18,27,26,20,125,86,6,4,277,182,187,80,356,100,81,51,10,97,48,33,333,231,203,94,627,59,48,46,1618,1529,744,2,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,3,--,--,--,25,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,164,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,745,--,--,
利润总额(万元),-414,-224,-1308,-661,-374,-257,-861,-502,-290,423,1168,-309,21,-292,918,1708,1778,417,2350,925,795,402,1685,1582,1305,627,3796,-2247,-1425,-696,2461,-837,-325,-961,-4049,-1005,-736,-439,419,-2715,-1975,-584,-11459,-4528,-3226,-1429,-4001,3685,4052,1907,4319,6032,2285,1297,
所得税费用(万元),20,0,33,77,77,2,322,304,231,186,486,198,185,24,1486,267,198,159,1335,482,378,202,1006,757,590,286,1199,-62,-62,--,380,259,174,--,288,515,436,153,93,140,73,118,-824,-116,-119,26,883,480,450,168,202,364,91,92,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
净利润(万元),-434,-224,-1341,-738,-451,-259,-1183,-806,-520,238,682,-507,-164,-316,-568,1441,1580,258,1015,444,417,200,679,824,715,341,2597,-2185,-1363,-696,2081,-1096,-499,-961,-4337,-1521,-1172,-591,326,-2855,-2048,-702,-10635,-4412,-3107,-1455,-4884,3205,3602,1739,4117,5668,2194,1205,
归属于母公司所有者的净利润(万元),-426,-217,-1339,-769,-500,-256,-1435,-1175,-800,-41,223,-794,-431,-350,-825,1300,1538,260,1019,444,419,200,689,830,718,343,2607,-2177,-1357,-694,2139,-1041,-443,-940,-4119,-1461,-1134,-581,373,-2846,-2046,-702,-10557,-4424,-3123,-1444,-7970,192,579,297,1514,4169,1074,744,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,0,--,--,0,0,0,--,--,--,--,
少数股东损益(万元),-8,-7,-1,31,50,-4,252,369,279,278,458,287,267,34,257,141,41,-2,-4,-1,-1,-0,-10,-5,-4,-2,-10,-8,-6,-2,-58,-55,-56,-21,-219,-60,-38,-11,-46,-9,-2,0,-78,11,16,-11,3087,3013,3023,1442,2603,1499,1121,461,
基本每股收益,-0.01,-0.01,-0.04,-0.02,-0.02,-0.01,-0.05,-0.04,-0.03,-0,0.01,-0.03,-0.01,-0.01,-0.03,0.04,0.05,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.08,-0.07,-0.04,-0.02,0.07,-0.03,-0.01,-0.03,-0.13,-0.05,-0.04,-0.02,0.01,-0.09,-0.06,-0.02,-0.33,-0.14,-0.1,-0.05,-0.25,0.01,0.02,0.01,0.05,0.13,0.03,0.02,
稀释每股收益,-0.01,-0.01,-0.04,-0.02,-0.02,-0.01,-0.05,-0.04,-0.03,-0,0.01,-0.03,-0.01,-0.01,-0.03,0.04,0.05,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.08,-0.07,-0.04,-0.02,0.07,-0.03,-0.01,-0.03,-0.13,-0.05,-0.04,-0.02,0.01,-0.09,-0.06,-0.02,-0.33,-0.14,-0.1,-0.05,-0.25,0.01,0.02,0.01,0.05,0.13,0.03,0.02,
