报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),59738,22753,105087,77152,55700,19911,146990,109678,58164,20503,144470,107063,76556,43344,128645,84948,55368,30370,94740,68183,49690,27522,86634,64604,46228,27595,76860,54045,37658,21747,51818,32670,24833,12277,62337,29963,12764,3870,51768,43217,29043,18864,112107,74313,49351,26695,177037,132635,96411,43471,231204,155004,104308,47408,
营业收入(万元),59738,22753,105087,77152,55700,19911,146990,109678,58164,20503,144470,107063,76556,43344,128645,84948,55368,30370,94740,68183,49690,27522,86634,64604,46228,27595,76860,54045,37658,21747,51818,32670,24833,12277,62337,29963,12764,3870,51768,43217,29043,18864,112107,74313,49351,26695,177037,132635,96411,43471,231204,155004,104308,47408,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
营业总成本(万元),59954,24499,99334,70424,47597,22714,130967,95707,54468,22892,141029,111709,76941,43054,123383,81241,55273,28483,107812,78572,48772,24898,98578,70554,49592,28684,84457,56779,37812,21545,79379,47868,36078,16722,69653,35127,19962,10426,120519,73163,48037,27808,149943,105732,58954,31832,229266,136291,95484,42800,227817,153062,102910,46611,
营业成本(万元),53883,21530,87213,60916,41083,19252,121263,88687,53520,20139,131704,102904,71463,39569,113173,72452,46425,23617,80558,60708,43283,22129,82589,62539,44954,25947,71100,51125,34584,19566,54049,37142,27753,13573,60340,30111,14923,6649,62245,50483,33845,18369,111302,75194,45567,25863,187718,120809,85436,38036,203819,136899,91145,40862,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
营业税金及附加(万元),524,313,1305,1046,786,455,1652,820,441,346,2243,1182,1169,933,739,221,28,28,2,1,1,1,--,--,--,--,0,0,0,--,14,13,13,12,-7,22,21,15,83,72,66,31,523,479,438,58,1140,957,947,601,1551,331,208,112,
销售费用(万元),650,312,1452,963,697,290,1501,2243,668,349,2009,1619,1036,476,1660,1294,868,392,1806,1237,766,368,1806,1012,646,363,1013,694,375,235,1126,833,527,259,1742,1386,891,373,1006,703,441,313,620,870,585,264,2987,1839,1333,927,2549,1407,996,362,
管理费用(万元),1512,852,2842,2044,1233,843,3218,3655,1746,832,3039,2953,1781,800,3363,2109,1640,798,4574,2053,1323,750,3635,2097,1306,708,3733,1496,904,414,2832,2390,1631,729,5694,4194,2921,1944,15781,9333,5811,3716,11528,8180,5180,3206,13010,9703,5638,2408,12327,9550,6937,3455,
财务费用(万元),3385,1529,6191,5066,3490,1517,6618,6894,4008,2163,6592,6366,2924,596,8783,8001,6372,3860,9296,7020,4553,2127,9429,6711,4020,2134,9529,8102,5637,2712,8070,5424,3150,1410,7985,5961,4499,2540,10792,7827,5386,2649,9651,6490,4009,1584,6459,4794,3105,1474,3870,2397,1397,686,
资产减值损失(万元),--,-38,331,389,309,357,-3284,-6592,-5914,-937,-4559,-3316,-1432,679,-4334,-2835,-60,-212,11576,7554,-1154,-476,1118,-1805,-1334,-468,-918,-4637,-3689,-1382,13288,2066,3004,740,-6100,-6546,-3293,-1094,30613,4745,2489,2731,16319,14520,3176,856,17953,-1812,-975,-646,3701,2479,2226,1133,
公允价值变动收益(万元),146,--,92,-129,-129,-167,-278,1202,-404,27,-608,-184,-190,396,839,1623,1815,-180,-45,-88,-116,-227,-7,-209,-255,-110,236,-84,285,171,-708,-550,-1155,-80,14,-55,-77,-45,1,22,-84,3,-102,--,--,--,--,--,0,0,--,--,0,--,
投资收益(万元),--,--,-517,--,--,--,-2819,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,-135,--,--,--,32,--,0,0,--,--,0,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
