报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),41861,20842,97180,72733,51170,26681,100953,76358,55007,30403,87329,69099,46818,20859,134133,102362,71966,35535,176362,133439,94717,46049,188583,135976,92647,46810,182340,137560,96886,49727,247212,193922,137144,66610,247390,183232,128532,60324,222313,174759,112395,53120,259042,201903,142105,67576,263876,199318,139066,65456,238572,176988,113619,52708,
营业收入(万元),41861,20842,97180,72733,51170,26681,100953,76358,55007,30403,87329,69099,46818,20859,134133,102362,71966,35535,176362,133439,94717,46049,188583,135976,92647,46810,182340,137560,96886,49727,247212,193922,137144,66610,247390,183232,128532,60324,222313,174759,112395,53120,259042,201903,142105,67576,263876,199318,139066,65456,238572,176988,113619,52708,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,0,--,0,--,--,--,0,--,--,--,
营业总成本(万元),44314,22245,102095,72500,50581,26763,99750,75147,54011,29568,86040,67888,46045,20466,160545,118685,80168,38138,194937,145746,102112,49761,202549,145651,98897,49396,201219,146833,102191,50683,268515,202331,139658,67046,250292,186481,131371,61731,225638,176536,112666,53858,284969,203691,143307,68298,268568,200352,138867,64500,238318,175955,112992,52172,
营业成本(万元),37416,18770,82426,60958,42427,22359,83763,63702,45654,25068,71272,57752,39445,17075,125194,95285,63611,30601,155014,118206,83041,40479,162178,116741,79411,40132,159483,117264,81454,42022,219409,167777,118778,57970,207165,155343,109444,50553,185325,149697,96745,47570,243993,174841,123986,59216,234568,176130,123253,57576,209075,156481,99057,45220,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,--,--,--,0,--,0,--,--,0,0,--,--,--,
