报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),192018,98138,464281,339282,228413,96208,344714,258923,166372,74834,323530,224183,136742,68783,260007,154867,105500,49216,372233,244991,174336,65514,506464,345278,201975,90986,457538,329171,213816,83964,454782,318920,207704,81720,427621,271607,184052,70988,358601,253618,164653,71680,331917,241229,139824,62580,285589,198415,123480,47700,246197,175538,109767,48443,
营业收入(万元),192018,98138,464281,339282,228413,96208,344714,258923,166372,74834,323530,224183,136742,68783,260007,154867,105500,49216,372233,244991,174336,65514,506464,345278,201975,90986,457538,329171,213816,83964,454782,318920,207704,81720,427621,271607,184052,70988,358601,253618,164653,71680,331917,241229,139824,62580,285589,198415,123480,47700,246197,175538,109767,48443,
利息收入(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),181443,88544,432104,313449,215086,92388,345443,260281,169073,75764,321191,231453,141647,67867,282045,166020,107953,47549,328042,222278,151730,56074,427967,288471,174727,79796,373482,264843,172845,74105,368823,257486,162537,64212,333741,221295,147708,57291,280581,201224,133861,58477,255738,196704,112895,51561,225976,158231,99164,38258,181254,134929,86811,37606,
营业成本(万元),136640,68708,322002,231078,161212,67704,245059,182811,119239,52520,220458,148797,85094,39352,180594,99835,66251,32349,236313,150111,107445,39173,341155,230674,135003,60067,290923,209142,135578,55238,286716,196073,126036,48699,273822,171436,118041,43838,229188,157499,101251,47404,207194,156293,87958,37468,183272,126477,77481,28300,148810,103101,64785,28202,
利息支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),11676,5588,26464,22340,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1346,1000,4195,3398,2982,875,3122,2092,1874,882,3256,1675,842,393,1201,856,633,279,3018,1456,1143,372,3949,2701,1737,864,4327,3037,1901,735,3934,2387,1519,560,1457,685,513,192,1130,849,516,171,977,548,363,120,812,593,395,201,643,477,300,91,
销售费用(万元),8690,4295,17421,12104,7701,3846,16952,12119,8187,4165,16461,11260,7587,3543,15670,10393,6793,3317,15859,10848,6820,3146,18938,13757,9204,5310,17639,11989,7506,3965,15621,11493,7362,3284,12241,8481,5457,3104,10205,7126,4546,2454,10003,7638,5169,2404,8537,5561,3635,1731,6308,4552,2775,1263,
管理费用(万元),23517,10321,45328,35698,38881,16022,64418,52456,35441,17918,62368,52896,35511,17939,60822,47851,31517,16241,59212,47748,29880,12435,56264,38733,26269,12946,51220,38875,25925,12425,47569,39365,22266,9941,38421,33610,17791,8559,32666,30465,24992,7434,31819,27716,15789,9763,27786,25320,17428,8011,23006,27009,19157,8185,
财务费用(万元),-425,435,-1742,-999,0,1385,2429,1228,795,305,-1484,222,51,136,-756,373,493,-155,1526,1351,920,322,971,277,154,119,4378,2618,1563,711,3188,1999,1204,544,1809,1485,972,452,-123,-210,-637,-818,516,281,8,24,242,280,224,14,-262,-209,-206,-134,
资产减值损失(万元),--,-1803,18436,9829,4311,2557,13463,9575,3538,-25,20131,16603,12562,6505,24513,6712,2265,-4483,12115,10764,5522,626,6690,2329,2360,491,4995,-817,374,1032,11794,6170,4149,1184,5989,5597,4934,1147,7515,5495,3193,1833,5230,4228,3608,1781,5327,--,--,0,2750,--,--,--,
公允价值变动收益(万元),-147,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
投资收益(万元),9946,1633,11754,10796,3714,1689,12057,10673,8899,3569,3214,2194,1505,432,4837,4246,3923,271,4475,3778,3367,293,6977,6781,6470,3251,16362,3245,3042,147,2433,2412,2412,100,2448,2422,110,100,3292,2990,2990,120,4874,3724,3016,2823,2241,2351,2351,241,1229,1297,1348,348,
对联营企业和合营企业的投资收益(万元),--,--,-59,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-177,--,0,--,-29,--,--,-54,-122,--,--,241,-74,--,--,--,
汇兑收益(万元),--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,
