报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),189609,107552,367270,293748,225474,125392,488868,341008,249360,134854,460454,334526,226860,111301,471760,363983,264901,134129,458543,366991,280367,150940,540687,419438,295988,155576,558187,421177,296267,166047,583898,462090,329376,180049,617023,458813,334310,176013,552706,410591,268669,121240,384534,304242,209398,100716,347051,265342,182892,92184,319289,228757,159237,81631,
营业收入(万元),189609,107552,367270,293748,225474,125392,488868,341008,249360,134854,460454,334526,226860,111301,471760,363983,264901,134129,458543,366991,280367,150940,540687,419438,295988,155576,558187,421177,296267,166047,583898,462090,329376,180049,617023,458813,334310,176013,552706,410591,268669,121240,384534,304242,209398,100716,347051,265342,182892,92184,319289,228757,159237,81631,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,
营业总成本(万元),189243,106224,413699,303164,229877,125779,510475,347779,250665,133539,469605,338122,228379,110280,469438,363244,263832,133408,476759,369245,278062,149286,538329,418642,294950,155252,554693,418196,294166,164087,573969,451656,319502,173020,588964,434677,316980,167234,535252,395363,258375,115953,380295,301626,206850,100340,358286,262270,180675,91426,324551,227891,158319,81088,
营业成本(万元),172767,97634,346843,276973,212230,117630,462917,321923,234741,126149,430041,314948,211274,102257,431738,335516,243587,124570,427983,339279,258118,138205,495510,387095,273539,144405,514471,389871,274851,153548,533956,422924,300390,162264,540699,401838,292829,154333,483590,361269,235449,106615,349396,280134,193089,93491,316417,239606,164549,82443,289078,207819,144183,73411,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,--,0,0,
